DATE_TIME,PE,VWC,PRECIP,Kc,EFF_RAIN
2015-04-29,2.7,32.5,2.0300000000000002,0.3,-0.6699999999999999
2015-04-30,2.0,31.8,0.5700000000000001,0.3,-1.43
2015-05-01,2.0,32.2,0.0,0.3,-2.0
2015-05-02,1.9,31.1,0.13,0.3,-1.77
2015-05-03,1.3,36.3,14.639999999999999,0.3,13.339999999999998
2015-05-04,2.7,37.0,0.78,0.3,-1.9200000000000002
2015-05-05,2.3,43.4,18.449999999999996,0.3,16.149999999999995
2015-05-06,1.4,40.4,0.76,0.3,-0.6399999999999999
2015-05-07,2.4,42.5,0.0,0.3,-2.4
2015-05-08,2.0,41.5,18.669999999999998,0.3,16.669999999999998
2015-05-09,1.1,42.9,0.11,0.3,-0.9900000000000001
2015-05-10,2.4,44.6,0.0,0.3,-2.4
2015-05-11,3.5,43.6,0.0,0.8,-3.5
2015-05-12,2.8,43.5,0.6,0.8,-2.1999999999999997
2015-05-13,2.2,37.5,0.0,0.8,-2.2
2015-05-14,1.3,36.4,0.0,0.8,-1.3
2015-05-15,2.9,36.3,0.0,0.8,-2.9
2015-05-16,3.1,36.4,0.0,0.8,-3.1
2015-05-17,2.1,36.8,0.36,0.8,-1.7400000000000002
2015-05-18,1.9,39.7,4.53,0.6,2.6300000000000003
2015-05-19,2.2,40.0,3.0799999999999996,0.6,0.8799999999999994
2015-05-20,2.7,41.2,0.0,0.6,-2.7
2015-05-21,3.2,40.2,0.0,0.6,-3.2
2015-05-22,2.7,37.5,0.0,0.6,-2.7
2015-05-23,3.3,37.9,0.0,0.6,-3.3
2015-05-24,2.7,37.0,0.9400000000000001,0.6,-1.7600000000000002
2015-05-25,1.9,35.2,0.0,0.4,-1.9
2015-05-26,2.9,33.0,0.0,0.4,-2.9
2015-05-27,2.1,35.6,2.06,0.4,-0.040000000000000036
2015-05-28,3.1,34.0,0.0,0.4,-3.1
2015-05-29,1.9,36.5,6.13,0.4,4.23
2015-05-30,3.5,36.9,0.0,0.4,-3.5
2015-05-31,2.0,40.1,4.429999999999999,0.4,2.429999999999999
2015-06-01,2.4,39.7,12.44,0.3,10.04
2015-06-02,2.6,41.0,2.43,0.3,-0.16999999999999993
2015-06-03,3.3,38.1,0.0,0.3,-3.3
2015-06-04,4.2,40.7,0.0,0.3,-4.2
2015-06-05,3.5,37.9,0.0,0.3,-3.5
2015-06-06,3.7,37.0,0.0,0.3,-3.7
2015-06-07,4.3,34.9,0.0,0.3,-4.3
2015-06-08,2.5,34.8,0.18,0.3,-2.32
2015-06-09,3.4,33.8,0.0,0.3,-3.4
2015-06-10,3.8,32.9,0.0,0.3,-3.8
2015-06-11,4.2,32.4,0.11,0.3,-4.09
2015-06-12,4.0,31.8,0.0,0.3,-4.0
2015-06-13,2.0,35.6,12.469999999999999,0.3,10.469999999999999
2015-06-14,1.1,37.9,1.35,0.3,0.25
2015-06-15,3.6,36.3,0.0,0.8,-3.6
2015-06-16,3.1,36.2,0.0,0.8,-3.1
2015-06-17,2.0,37.1,0.36,0.8,-1.6400000000000001
2015-06-18,2.3,33.7,0.09,0.8,-2.21
2015-06-19,1.3,30.9,0.0,0.8,-1.3
2015-06-20,1.6,31.6,1.1600000000000001,0.8,-0.43999999999999995
2015-06-21,2.9,32.1,0.12,0.8,-2.78
2015-06-22,1.6,32.5,1.5699999999999998,0.8,-0.03000000000000025
2015-06-23,1.9,32.6,0.0,0.8,-1.9
2015-06-24,3.6,32.9,0.0,0.8,-3.6
2015-06-25,2.8,33.0,0.0,0.8,-2.8
2015-06-26,2.5,32.0,0.0,0.8,-2.5
2015-06-27,4.4,30.2,0.0,0.8,-4.4
2015-06-28,2.6,30.8,0.32,0.8,-2.2800000000000002
2015-06-29,4.1,31.0,0.0,0.3,-4.1
2015-06-30,5.4,30.8,0.0,0.3,-5.4
2015-07-01,4.6,28.9,0.0,0.3,-4.6
2015-07-02,3.0,32.2,2.04,0.3,-0.96
2015-07-03,4.5,31.3,0.05,0.3,-4.45
2015-07-04,3.0,33.6,16.16,0.3,13.16
2015-07-05,2.0,35.5,1.3,0.3,-0.7
2015-07-06,2.6,34.0,1.48,0.3,-1.12
2015-07-07,2.6,35.3,7.39,0.3,4.789999999999999
2015-07-08,1.6,34.2,5.13,0.3,3.53
2015-07-09,4.2,35.8,0.0,0.3,-4.2
2015-07-10,4.2,34.1,0.0,0.3,-4.2
2015-07-11,3.7,33.8,0.41000000000000003,0.3,-3.29
2015-07-12,3.6,33.7,0.6900000000000001,0.3,-2.91
2015-07-13,1.6,34.3,2.41,0.6,0.81
2015-07-14,2.2,36.0,0.0,0.6,-2.2
2015-07-15,3.8,31.9,0.0,0.6,-3.8
2015-07-16,3.9,29.8,0.0,0.6,-3.9
2015-07-17,3.0,32.5,3.34,0.6,0.33999999999999986
2015-07-18,3.7,30.9,0.0,0.6,-3.7
2015-07-19,2.7,31.0,4.879999999999999,0.6,2.179999999999999
2015-07-20,2.8,31.3,0.0,0.6,-2.8
2015-07-21,2.5,30.0,0.41000000000000003,0.6,-2.09
2015-07-22,1.9,30.3,0.0,0.6,-1.9
2015-07-23,2.5,31.1,0.08,0.6,-2.42
2015-07-24,2.1,30.2,0.0,0.6,-2.1
2015-07-25,2.7,29.4,0.0,0.6,-2.7
2015-07-26,2.2,29.2,4.19,0.6,1.9900000000000002
2015-07-27,1.4,34.4,4.67,0.3,3.27
2015-07-28,1.4,37.0,15.54,0.3,14.139999999999999
2015-07-29,2.8,36.3,1.8,0.3,-0.9999999999999998
2015-07-30,2.2,39.6,0.15000000000000002,0.3,-2.0500000000000003
2015-07-31,2.9,37.4,0.0,0.3,-2.9
2015-08-01,2.1,35.6,2.7800000000000002,0.3,0.6800000000000002
2015-08-02,2.5,36.6,0.05,0.3,-2.45
2015-08-03,3.7,35.7,0.0,0.8,-3.7
2015-08-04,2.5,33.1,0.0,0.8,-2.5
2015-08-05,3.2,32.2,0.0,0.8,-3.2
2015-08-06,2.7,32.0,0.0,0.8,-2.7
2015-08-07,3.0,31.4,0.0,0.8,-3.0
2015-08-08,3.5,30.5,0.0,0.8,-3.5
2015-08-09,2.8,29.9,0.0,0.8,-2.8
2015-08-10,2.6,31.9,9.3,0.3,6.700000000000001
2015-08-11,2.5,33.5,0.0,0.3,-2.5
2015-08-12,2.8,30.5,0.0,0.3,-2.8
2015-08-13,1.8,28.9,0.65,0.3,-1.15
2015-08-14,0.5,34.6,13.440000000000001,0.3,12.940000000000001
2015-08-15,3.4,36.3,0.0,0.3,-3.4
2015-08-16,2.7,35.1,0.0,0.3,-2.7
2015-08-17,3.2,33.5,0.0,0.3,-3.2
2015-08-18,0.7,36.7,24.81,0.3,24.11
2015-08-19,3.0,39.5,0.7999999999999999,0.3,-2.2
2015-08-20,2.0,39.3,0.25,0.3,-1.75
2015-08-21,2.6,39.7,0.67,0.3,-1.9300000000000002
2015-08-22,2.3,37.3,16.740000000000002,0.3,14.440000000000001
2015-08-23,3.5,38.2,5.39,0.3,1.8899999999999997
2015-08-24,1.9,37.8,0.0,0.8,-1.9
2015-08-25,2.5,39.6,0.07,0.8,-2.43
2015-08-26,2.4,40.9,2.93,0.8,0.5300000000000002
2015-08-27,2.8,39.8,0.0,0.8,-2.8
2015-08-28,2.7,38.7,0.0,0.8,-2.7
2015-08-29,2.3,36.9,0.0,0.8,-2.3
2015-08-30,1.8,36.2,0.0,0.8,-1.8
2015-08-31,1.0,35.9,6.739999999999999,0.4,5.739999999999999
2015-09-01,2.2,37.0,0.06,0.4,-2.14
2015-09-02,1.4,35.5,1.23,0.4,-0.16999999999999993
2015-09-03,1.3,34.8,0.07,0.4,-1.23
2015-09-04,1.2,36.1,0.08,0.4,-1.1199999999999999
2015-09-05,1.7,35.1,0.0,0.4,-1.7
2015-09-06,2.6,34.0,0.0,0.4,-2.6
2015-09-07,1.8,35.7,0.05,0.6,-1.75
2015-09-08,1.0,32.4,0.13,0.6,-0.87
2015-09-09,1.2,36.0,0.0,0.6,-1.2
2015-09-10,2.5,32.7,0.0,0.6,-2.5
2015-09-11,2.3,34.3,0.15000000000000002,0.6,-2.15
2015-09-12,1.1,34.5,4.83,0.6,3.73
2015-09-13,1.6,33.1,0.0,0.6,-1.6
2015-09-14,0.9,35.7,10.129999999999999,0.3,9.229999999999999
2015-09-15,1.0,37.2,25.99,0.3,24.99
2015-09-16,2.0,37.0,0.1,0.3,-1.9
2015-09-17,1.7,36.5,0.0,0.3,-1.7
2015-09-18,1.4,35.5,0.4,0.3,-0.9999999999999999
2015-09-19,2.0,36.5,0.0,0.3,-2.0
2015-09-20,1.5,38.0,0.0,0.3,-1.5
2015-09-21,0.6,39.6,3.7999999999999994,0.6,3.1999999999999993
2015-09-22,1.4,37.7,0.31,0.6,-1.0899999999999999
2015-09-23,1.6,37.5,0.53,0.6,-1.07
2015-09-24,1.6,38.6,0.39999999999999997,0.6,-1.2000000000000002
2015-09-25,1.5,37.5,0.06,0.6,-1.44
2015-09-26,1.2,37.2,0.0,0.6,-1.2
2015-09-27,1.2,36.8,0.1,0.6,-1.0999999999999999
2015-09-28,1.3,35.3,0.06,0.8,-1.24
2015-09-29,1.3,35.1,0.26,0.8,-1.04
2015-09-30,1.6,33.2,0.48,0.8,-1.12
2015-10-01,1.1,31.6,0.5399999999999999,0.8,-0.5600000000000002
2015-10-02,1.1,31.0,0.15000000000000002,0.8,-0.9500000000000001
2015-10-03,0.7,32.1,0.0,0.8,-0.7
2015-10-04,1.0,32.2,0.0,0.8,-1.0
2015-10-05,0.3,32.9,2.3800000000000003,0.3,2.0800000000000005
2015-10-06,0.7,40.8,15.810000000000004,0.3,15.110000000000005
2015-10-07,0.4,44.4,5.239999999999999,0.3,4.839999999999999
2015-10-08,1.0,43.7,0.0,0.3,-1.0
2015-10-09,1.0,39.6,0.0,0.3,-1.0
2015-10-10,0.8,40.3,0.0,0.3,-0.8
2015-10-11,1.1,37.9,0.0,0.3,-1.1
2015-10-12,0.7,38.1,1.9700000000000002,0.8,1.2700000000000002
2015-10-13,0.8,37.6,0.7,0.8,-0.10000000000000009
2015-10-14,1.0,42.0,0.0,0.8,-1.0
2015-10-15,0.8,38.6,2.89,0.8,2.09
2015-10-16,0.4,46.2,0.47,0.8,0.06999999999999995
2015-10-17,0.9,40.0,0.08,0.8,-0.8200000000000001
2015-10-18,0.5,40.3,1.9700000000000002,0.8,1.4700000000000002
2015-10-19,0.6,38.8,0.05,0.6,-0.5499999999999999
2015-10-20,0.7,41.2,0.0,0.6,-0.7
2015-10-21,1.1,45.1,4.53,0.6,3.43
2015-10-22,1.3,40.8,0.0,0.6,-1.3
2015-10-23,0.7,48.6,0.0,0.6,-0.7
2015-10-24,0.4,40.9,0.47,0.6,0.06999999999999995
2015-10-25,0.6,38.9,0.05,0.6,-0.5499999999999999
2015-10-26,0.6,39.7,0.05,0.3,-0.5499999999999999
2015-10-27,0.2,38.7,0.0,0.3,-0.2
2015-10-28,0.1,40.9,6.24,0.3,6.140000000000001
2015-10-29,0.2,41.0,2.92,0.3,2.7199999999999998
2015-10-30,0.3,48.1,8.379999999999999,0.3,8.079999999999998
2015-10-31,0.3,46.2,0.06,0.3,-0.24
2015-11-01,0.4,44.2,0.0,0.3,-0.4
2015-11-02,0.4,41.6,0.1,0.3,-0.30000000000000004
2015-11-03,0.2,43.3,0.0,0.3,-0.2
2015-11-04,0.2,46.8,0.16999999999999998,0.3,-0.030000000000000027
2015-11-05,0.1,48.7,4.76,0.3,4.66
2015-11-06,0.3,50.5,0.0,0.3,-0.3
2015-11-07,0.3,48.7,10.72,0.3,10.42
2015-11-08,0.2,48.3,8.73,0.3,8.530000000000001
2015-11-09,1.0,46.6,0.0,0.4,-1.0
2015-11-10,0.9,48.2,0.0,0.4,-0.9
2015-11-11,0.7,42.4,1.09,0.4,0.3900000000000001
2015-11-12,0.7,44.7,4.25,0.4,3.55
2015-11-13,0.7,47.1,2.66,0.4,1.9600000000000002
2015-11-14,0.3,48.8,6.22,0.4,5.92
2015-11-15,0.6,47.9,3.4999999999999996,0.4,2.8999999999999995
2015-11-16,1.2,48.6,0.0,0.3,-1.2
2015-11-17,0.4,47.1,4.77,0.3,4.369999999999999
2015-11-18,0.6,50.6,8.49,0.3,7.890000000000001
2015-11-19,0.4,50.1,0.0,0.3,-0.4
2015-11-20,0.3,44.2,0.0,0.3,-0.3
2015-11-21,0.4,50.9,6.669999999999999,0.3,6.269999999999999
2015-11-22,0.3,49.9,0.7899999999999999,0.3,0.48999999999999994
2015-11-23,0.4,49.9,4.44,0.6,4.04
2015-11-24,0.3,52.5,1.31,0.6,1.01
2015-11-25,0.3,47.4,0.0,0.6,-0.3
2015-11-26,0.2,49.5,0.08,0.6,-0.12000000000000001
2015-11-27,0.4,52.1,2.05,0.6,1.65
2015-11-28,0.3,49.3,1.5,0.6,1.2
2015-11-29,0.5,47.8,2.33,0.6,1.83
2015-11-30,0.3,49.0,8.909999999999998,0.3,8.609999999999998
2015-12-01,0.4,53.7,2.8499999999999996,0.3,2.4499999999999997
2015-12-02,0.8,51.5,0.08,0.3,-0.7200000000000001
2015-12-03,0.2,53.0,3.8999999999999995,0.3,3.6999999999999993
2015-12-04,0.8,52.6,0.0,0.3,-0.8
2015-12-05,1.8,51.0,0.44,0.3,-1.36
2015-12-06,0.8,48.6,0.72,0.3,-0.08000000000000007
2015-12-07,0.3,48.5,1.0100000000000002,0.3,0.7100000000000002
2015-12-08,0.5,51.7,1.9100000000000001,0.3,1.4100000000000001
2015-12-09,0.9,48.9,0.0,0.3,-0.9
2015-12-10,0.6,50.7,2.85,0.3,2.25
2015-12-11,0.2,51.7,0.26,0.3,0.06
2015-12-12,0.1,52.3,12.29,0.3,12.19
2015-12-13,0.3,54.2,0.49000000000000005,0.3,0.19000000000000006
2015-12-14,0.1,54.7,0.19,0.8,0.09
2015-12-15,0.1,53.4,0.6799999999999999,0.8,0.58
2015-12-16,0.2,55.4,1.32,0.8,1.12
2015-12-17,0.3,55.8,0.0,0.8,-0.3
2015-12-18,0.3,52.7,0.0,0.8,-0.3
2015-12-19,0.7,50.3,0.0,0.8,-0.7
2015-12-20,0.9,50.3,0.37,0.8,-0.53
2015-12-21,0.3,49.5,1.7100000000000002,0.3,1.4100000000000001
2015-12-22,0.7,50.7,1.4600000000000002,0.3,0.7600000000000002
2015-12-23,0.5,51.9,0.18,0.3,-0.32
2015-12-24,0.6,49.0,3.8000000000000003,0.3,3.2
2015-12-25,0.1,50.9,29.78,0.3,29.68
2015-12-26,0.5,58.8,40.67000000000001,0.3,40.17000000000001
2015-12-27,0.2,53.3,0.43,0.3,0.22999999999999998
2015-12-28,0.4,54.0,0.06,0.3,-0.34
2015-12-29,0.4,53.1,0.12,0.3,-0.28
2015-12-30,0.8,48.3,5.78,0.3,4.98
2015-12-31,0.4,53.8,3.9200000000000004,0.3,3.5200000000000005
2016-01-01,0.3,53.4,1.2300000000000002,0.3,0.9300000000000002
2016-01-02,0.2,54.0,2.92,0.3,2.7199999999999998
2016-01-03,0.2,53.9,8.419999999999998,0.3,8.219999999999999
2016-01-04,0.2,-9999.0,1.08,0.3,0.8800000000000001
2016-01-05,0.2,53.4,0.9299999999999999,0.3,0.73
2016-01-06,0.1,58.9,1.3000000000000003,0.3,1.2000000000000002
2016-01-07,0.2,54.8,13.940000000000001,0.3,13.740000000000002
2016-01-08,0.2,54.9,1.62,0.3,1.4200000000000002
2016-01-09,0.2,56.4,5.67,0.3,5.47
2016-01-10,0.5,51.9,0.44999999999999996,0.3,-0.050000000000000044
2016-01-11,0.1,52.2,0.0,0.4,-0.1
2016-01-12,0.2,55.5,2.57,0.4,2.3699999999999997
2016-01-13,0.2,56.1,1.4600000000000004,0.4,1.2600000000000005
2016-01-14,0.3,55.0,5.59,0.4,5.29
2016-01-15,0.2,54.9,0.0,0.4,-0.2
2016-01-16,0.2,50.2,0.0,0.4,-0.2
2016-01-17,0.3,50.0,0.0,0.4,-0.3
2016-01-18,0.3,55.0,0.0,0.6,-0.3
2016-01-19,0.3,53.6,0.28,0.6,-0.019999999999999962
2016-01-20,0.2,52.9,0.0,0.6,-0.2
2016-01-21,0.2,54.6,0.47000000000000003,0.6,0.27
2016-01-22,0.2,52.2,3.3100000000000005,0.6,3.1100000000000003
2016-01-23,0.2,53.0,1.99,0.6,1.79
2016-01-24,0.1,54.7,0.13,0.6,0.03
2016-01-25,0.5,55.1,0.05,0.8,-0.45
2016-01-26,0.7,54.1,0.06,0.8,-0.6399999999999999
2016-01-27,0.7,53.8,1.62,0.8,0.9200000000000002
2016-01-28,0.8,53.3,0.79,0.8,-0.010000000000000009
2016-01-29,1.4,54.4,0.0,0.8,-1.4
2016-01-30,0.7,50.0,0.52,0.8,-0.17999999999999994
2016-01-31,0.2,45.5,2.65,0.8,2.4499999999999997
2016-02-01,1.2,49.7,1.5,0.3,0.30000000000000004
2016-02-02,1.1,47.4,0.25,0.3,-0.8500000000000001
2016-02-03,0.5,49.5,0.0,0.3,-0.5
2016-02-04,0.6,46.4,1.0500000000000003,0.3,0.4500000000000003
2016-02-05,0.9,51.0,1.58,0.3,0.68
2016-02-06,0.3,51.4,9.850000000000003,0.3,9.550000000000002
2016-02-07,0.7,54.3,1.7400000000000002,0.3,1.0400000000000003
2016-02-08,0.6,51.8,1.1,0.6,0.5000000000000001
2016-02-09,0.6,52.9,0.0,0.6,-0.6
2016-02-10,0.5,54.1,0.0,0.6,-0.5
2016-02-11,0.4,54.2,0.0,0.6,-0.4
2016-02-12,0.4,51.3,0.0,0.6,-0.4
2016-02-13,0.6,49.1,1.7200000000000002,0.6,1.12
2016-02-14,0.5,54.1,3.0799999999999996,0.6,2.5799999999999996
2016-02-15,0.5,58.2,2.2600000000000002,0.3,1.7600000000000002
2016-02-16,0.9,57.7,0.39,0.3,-0.51
2016-02-17,0.2,58.9,13.640000000000002,0.3,13.440000000000003
2016-02-18,0.8,54.5,0.0,0.3,-0.8
2016-02-19,0.7,56.7,0.49999999999999994,0.3,-0.2
2016-02-20,0.8,49.3,0.34,0.3,-0.46
2016-02-21,0.6,51.4,1.99,0.3,1.3900000000000001
2016-02-22,0.6,48.4,0.0,0.8,-0.6
2016-02-23,0.7,49.1,0.0,0.8,-0.7
2016-02-24,0.7,50.6,0.0,0.8,-0.7
2016-02-25,0.7,51.6,0.0,0.8,-0.7
2016-02-26,0.7,-9999.0,0.0,0.8,-0.7
2016-02-27,0.5,45.7,0.0,0.8,-0.5
2016-02-28,0.9,44.7,0.0,0.8,-0.9
2016-02-29,0.9,50.2,0.36,0.3,-0.54
2016-03-01,0.5,47.4,1.3599999999999999,0.3,0.8599999999999999
2016-03-02,0.7,48.9,5.49,0.3,4.79
2016-03-03,0.9,47.6,1.9500000000000002,0.3,1.0500000000000003
2016-03-04,0.3,52.7,20.790000000000003,0.3,20.490000000000002
2016-03-05,0.8,53.7,3.9400000000000004,0.3,3.1400000000000006
2016-03-06,0.7,54.7,0.25,0.3,-0.44999999999999996
2016-03-07,1.0,55.5,0.0,0.3,-1.0
2016-03-08,0.4,52.6,0.0,0.3,-0.4
2016-03-09,0.3,55.4,25.930000000000007,0.3,25.630000000000006
2016-03-10,0.5,59.2,0.18,0.3,-0.32
2016-03-11,0.9,56.1,0.0,0.3,-0.9
2016-03-12,0.9,54.7,0.0,0.3,-0.9
2016-03-13,1.1,50.2,0.0,0.3,-1.1
2016-03-14,1.4,48.9,0.0,0.8,-1.4
2016-03-15,0.9,57.4,0.0,0.8,-0.9
2016-03-16,1.2,48.8,0.0,0.8,-1.2
2016-03-17,1.2,48.7,0.0,0.8,-1.2
2016-03-18,0.6,50.0,0.0,0.8,-0.6
2016-03-19,0.6,51.1,0.0,0.8,-0.6
2016-03-20,1.1,50.7,0.0,0.8,-1.1
2016-03-21,1.2,47.4,0.0,0.4,-1.2
2016-03-22,0.8,47.0,0.0,0.4,-0.8
2016-03-23,0.6,48.0,0.0,0.4,-0.6
2016-03-24,0.5,47.3,1.0000000000000002,0.4,0.5000000000000002
2016-03-25,2.1,40.7,0.0,0.4,-2.1
2016-03-26,1.0,43.4,5.06,0.4,4.06
2016-03-27,1.4,44.1,0.97,0.4,-0.42999999999999994
2016-03-28,1.0,53.1,26.13,0.3,25.13
2016-03-29,1.0,51.1,6.85,0.3,5.85
2016-03-30,1.3,51.0,0.65,0.3,-0.65
2016-03-31,1.7,52.1,0.18,0.3,-1.52
2016-04-01,1.4,49.6,0.16,0.3,-1.24
2016-04-02,0.7,53.7,3.1199999999999997,0.3,2.42
2016-04-03,1.5,53.0,0.2,0.3,-1.3
2016-04-04,0.6,51.0,13.52,0.3,12.92
2016-04-05,0.9,54.4,0.11,0.3,-0.79
2016-04-06,0.0,-9999.0,0.99,0.3,0.99
2016-04-07,0.0,-9999.0,0.74,0.3,0.74
2016-04-08,0.0,-9999.0,0.0,0.3,0.0
2016-04-09,1.7,52.1,2.14,0.3,0.44000000000000017
2016-04-10,2.2,48.6,0.05,0.3,-2.1500000000000004
2016-04-11,1.6,49.2,0.21,0.3,-1.3900000000000001
2016-04-12,0.4,51.9,14.499999999999998,0.3,14.099999999999998
2016-04-13,1.2,56.7,3.81,0.3,2.6100000000000003
2016-04-14,1.8,53.0,0.0,0.3,-1.8
2016-04-15,1.5,51.6,14.78,0.3,13.28
2016-04-16,1.6,52.2,5.75,0.3,4.15
2016-04-17,2.3,52.5,0.0,0.3,-2.3
2016-04-18,1.6,50.5,0.0,0.8,-1.6
2016-04-19,2.9,47.9,0.0,0.8,-2.9
2016-04-20,2.8,50.3,0.0,0.8,-2.8
2016-04-21,3.0,43.7,0.0,0.8,-3.0
2016-04-22,1.9,44.1,0.0,0.8,-1.9
2016-04-23,2.0,43.5,0.18,0.8,-1.82
2016-04-24,1.8,43.0,0.0,0.8,-1.8
2016-04-25,1.6,40.2,0.14,0.3,-1.46
2016-04-26,1.8,43.3,1.56,0.3,-0.24
2016-04-27,1.5,43.8,7.569999999999999,0.3,6.069999999999999
2016-04-28,1.4,49.0,2.7600000000000002,0.3,1.3600000000000003
2016-04-29,1.0,47.2,2.04,0.3,1.04
2016-04-30,2.6,52.0,1.13,0.3,-1.4700000000000002
2016-05-01,1.4,47.8,0.05,0.3,-1.3499999999999999
2016-05-02,1.9,51.4,1.07,0.8,-0.8299999999999998
2016-05-03,2.5,46.6,0.0,0.8,-2.5
2016-05-04,3.6,51.8,0.0,0.8,-3.6
2016-05-05,0.0,-9999.0,0.0,0.8,0.0
2016-05-06,0.0,-9999.0,0.0,0.8,0.0
2016-05-07,0.0,-9999.0,0.0,0.8,0.0
2016-05-08,0.0,-9999.0,0.0,0.8,0.0
2016-05-09,0.0,-9999.0,0.0,0.8,0.0
2016-05-10,0.0,-9999.0,0.07,0.8,0.07
2016-05-11,0.0,-9999.0,0.0,0.8,0.0
2016-05-12,3.2,36.5,0.0,0.8,-3.2
2016-05-13,1.3,33.7,0.0,0.8,-1.3
2016-05-14,2.6,29.9,0.0,0.8,-2.6
2016-05-15,2.4,32.2,0.0,0.8,-2.4
2016-05-16,3.2,-9999.0,0.0,0.3,-3.2
2016-05-17,3.2,32.7,0.0,0.3,-3.2
2016-05-18,1.3,33.5,2.47,0.3,1.1700000000000002
2016-05-19,1.5,34.6,6.91,0.3,5.41
2016-05-20,2.5,35.7,0.27,0.3,-2.23
2016-05-21,1.9,41.8,9.950000000000001,0.3,8.05
2016-05-22,3.2,40.3,3.17,0.3,-0.03000000000000025
2016-05-23,3.3,38.7,0.0,0.4,-3.3
2016-05-24,3.4,38.7,0.0,0.4,-3.4
2016-05-25,0.8,39.9,6.020000000000001,0.4,5.2200000000000015
2016-05-26,1.4,42.1,0.9700000000000001,0.4,-0.4299999999999998
2016-05-27,1.8,41.3,0.0,0.4,-1.8
2016-05-28,2.3,41.5,0.0,0.4,-2.3
2016-05-29,2.9,37.5,0.0,0.4,-2.9
2016-05-30,2.7,37.7,0.0,0.8,-2.7
2016-05-31,0.8,40.9,1.9900000000000002,0.8,1.1900000000000002
2016-06-01,0.9,41.6,0.0,0.8,-0.9
2016-06-02,1.7,38.9,0.0,0.8,-1.7
2016-06-03,2.7,37.5,0.0,0.8,-2.7
2016-06-04,3.5,36.2,0.0,0.8,-3.5
2016-06-05,4.5,35.4,0.0,0.8,-4.5
2016-06-06,4.7,36.6,0.0,0.3,-4.7
2016-06-07,4.3,33.2,0.0,0.3,-4.3
2016-06-08,3.1,32.5,0.0,0.3,-3.1
2016-06-09,3.7,31.9,3.75,0.3,0.04999999999999982
2016-06-10,1.4,36.4,8.379999999999999,0.3,6.979999999999999
2016-06-11,1.8,38.1,1.73,0.3,-0.07000000000000006
2016-06-12,1.8,40.3,9.69,0.3,7.89
2016-06-13,1.0,41.0,0.0,0.6,-1.0
2016-06-14,2.0,37.7,0.34,0.6,-1.66
2016-06-15,1.3,37.3,0.0,0.6,-1.3
2016-06-16,1.3,35.9,0.0,0.6,-1.3
2016-06-17,1.4,37.5,0.06,0.6,-1.3399999999999999
2016-06-18,2.5,36.4,0.0,0.6,-2.5
2016-06-19,2.2,37.1,4.45,0.6,2.25
2016-06-20,2.6,38.0,1.7000000000000002,0.3,-0.8999999999999999
2016-06-21,3.3,36.2,0.0,0.3,-3.3
2016-06-22,3.4,35.5,0.77,0.3,-2.63
2016-06-23,3.0,33.5,4.73,0.3,1.7300000000000004
2016-06-24,3.1,37.8,0.1,0.3,-3.0
2016-06-25,3.1,38.8,7.739999999999999,0.3,4.639999999999999
2016-06-26,3.5,39.5,3.0900000000000003,0.3,-0.4099999999999997
2016-06-27,3.1,42.3,0.0,0.3,-3.1
2016-06-28,1.9,39.3,6.029999999999999,0.3,4.129999999999999
2016-06-29,1.6,44.0,8.629999999999999,0.3,7.029999999999999
2016-06-30,2.5,42.1,2.3000000000000003,0.3,-0.19999999999999973
2016-07-01,2.7,45.0,0.17,0.3,-2.5300000000000002
2016-07-02,2.7,43.3,0.0,0.3,-2.7
2016-07-03,2.9,39.2,0.0,0.3,-2.9
2016-07-04,3.3,40.8,4.4799999999999995,0.4,1.1799999999999997
2016-07-05,2.3,40.8,0.37,0.4,-1.9299999999999997
2016-07-06,2.9,43.0,0.0,0.4,-2.9
2016-07-07,2.1,41.3,0.31,0.4,-1.79
2016-07-08,3.2,42.5,5.3999999999999995,0.4,2.1999999999999993
2016-07-09,1.2,43.7,2.56,0.4,1.36
2016-07-10,2.9,43.4,0.0,0.4,-2.9
2016-07-11,2.4,41.5,0.9899999999999999,0.8,-1.4100000000000001
2016-07-12,3.6,40.3,0.0,0.8,-3.6
2016-07-13,3.2,38.7,0.05,0.8,-3.1500000000000004
2016-07-14,3.3,35.8,0.0,0.8,-3.3
2016-07-15,2.0,38.0,0.0,0.8,-2.0
2016-07-16,4.1,36.1,0.0,0.8,-4.1
2016-07-17,4.3,34.2,0.0,0.8,-4.3
2016-07-18,4.4,35.5,0.0,0.8,-4.4
2016-07-19,5.5,33.3,0.0,0.8,-5.5
2016-07-20,3.3,33.1,0.0,0.8,-3.3
2016-07-21,3.2,29.5,0.0,0.8,-3.2
2016-07-22,2.7,31.9,0.0,0.8,-2.7
2016-07-23,3.1,31.4,0.0,0.8,-3.1
2016-07-24,2.6,31.1,0.06,0.8,-2.54
2016-07-25,3.3,32.1,0.0,0.3,-3.3
2016-07-26,2.0,31.3,0.16999999999999998,0.3,-1.83
2016-07-27,3.3,29.7,3.89,0.3,0.5900000000000003
2016-07-28,1.7,31.3,0.6799999999999999,0.3,-1.02
2016-07-29,2.0,34.3,9.270000000000001,0.3,7.270000000000001
2016-07-30,4.0,35.0,0.0,0.3,-4.0
2016-07-31,2.9,31.3,0.0,0.3,-2.9
2016-08-01,2.2,31.5,0.0,0.8,-2.2
